"","X","Title","Artist","ConstituentID","ArtistBio","Nationality","BeginDate","EndDate","Gender","Date","Medium","Dimensions","CreditLine","AccessionNumber","Classification","Department","DateAcquired","Cataloged","ObjectID","URL","ThumbnailURL","Circumference..cm.","Depth..cm.","Diameter..cm.","Height..cm.","Length..cm.","Weight..kg.","Width..cm.","Seat.Height..cm.","Duration..sec..","X0","artist_age","artist_dead","artist_age_acq"
"10899","10898","Plate (folio 31 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 6 × 7 7/8"" (15.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.15","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11985","http://www.moma.org/collection/works/11985","",NA,NA,NA,15.2,NA,NA,20,NA,"","American",63,0,3
"10900","10899","Plate (folio 33 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 7 3/16 × 7 7/8"" (18.3 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.16","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11986","http://www.moma.org/collection/works/11986","",NA,NA,NA,18.3,NA,NA,20,NA,"","American",63,0,3
"10901","10900","Plate (folio 5 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 6 × 7 13/16"" (15.2 × 19.8 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.2","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11987","http://www.moma.org/collection/works/11987","",NA,NA,NA,15.2,NA,NA,19.8,NA,"","American",63,0,3
"10902","10901","Plate (folio 7 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 7 3/16 × 7 15/16"" (18.3 × 20.2 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.3","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11988","http://www.moma.org/collection/works/11988","",NA,NA,NA,18.3,NA,NA,20.2,NA,"","American",63,0,3
"10903","10902","Plate (folio 9 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 7 3/16 × 7 7/8"" (18.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.4","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11989","http://www.moma.org/collection/works/11989","",NA,NA,NA,18.2,NA,NA,20,NA,"","American",63,0,3
"10904","10903","Plate (folio 11 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint and etching from an illustrated book with 16 aquatints (one with etching)","plate: 5 7/8 × 7 15/16"" (15 × 20.1 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.5","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11990","http://www.moma.org/collection/works/11990","",NA,NA,NA,15,NA,NA,20.1,NA,"","American",63,0,3
"10905","10904","Plate (folio 13 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 7 3/16 × 7 7/8"" (18.2 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.6","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11991","http://www.moma.org/collection/works/11991","",NA,NA,NA,18.2,NA,NA,20,NA,"","American",63,0,3
"10906","10905","Plate (folio 15 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 7 3/16 × 7 7/8"" (18.3 × 20 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.7","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11992","http://www.moma.org/collection/works/11992","",NA,NA,NA,18.3,NA,NA,20,NA,"","American",63,0,3
"10907","10906","Double page in-text plate (folios 17 verso and 18) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate (irreg.): 5 7/8 × 12 5/16"" (15 × 31.3 cm); page (each): 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.8","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11993","http://www.moma.org/collection/works/11993","",NA,NA,NA,15,NA,NA,31.3,NA,"","American",63,0,3
"10908","10907","Plate (folio 19 verso) from Smoke","Joan Mitchell","4026","American, 1925–1992","American",1925,"1992.0","Female","1988.0","Aquatint from an illustrated book with 16 aquatints (one with etching)","plate: 5 15/16 × 7 3/4"" (15.1 × 19.7 cm); page: 14 × 9 1/16"" (35.5 × 23 cm)","Johanna and Leslie J. Garfield Fund","150.1989.9","Illustrated Book","Prints & Illustrated Books","1989-05-30","Y","11994","http://www.moma.org/collection/works/11994","",NA,NA,NA,15.1,NA,NA,19.7,NA,"","American",63,0,3
"13434","13433","Title Page from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 15 3/4 x 12"" (40 x 30.5 cm); sheet: 25 1/16 x 19 5/16"" (63.7 x 49 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.1","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14591","http://www.moma.org/collection/works/14591","http://www.moma.org/media/W1siZiIsIjE5MDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=340b9c422f65e791",NA,NA,NA,40,NA,NA,30.5,NA,"","American",59,0,6
"13435","13434","18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","Illustrated book with eighteen lithographs and one lithographed title page","composition: various dimensions; sheet (each approx.): 19 7/8 x 17 1/2"" (50.5 x 44.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.1-19","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14592","http://www.moma.org/collection/works/14592","http://www.moma.org/media/W1siZiIsIjE5MDAxNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=340b9c422f65e791",NA,NA,NA,0,NA,NA,0,NA,"","American",59,0,6
"13436","13435","Canto IX from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 5/8 x 13 1/16"" (37.2 x 33.2 cm); sheet: 16 7/16 x 15 13/16"" (41.7 x 40.2 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.10","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14593","http://www.moma.org/collection/works/14593","http://www.moma.org/media/W1siZiIsIjE5MDAxNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f7df0a09495f64df",NA,NA,NA,37.2,NA,NA,33.2,NA,"","American",59,0,6
"13437","13436","Canto X from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 3/4 x 13 1/16"" (37.5 x 33.2 cm); sheet: 17 15/16 x 14 15/16"" (45.5 x 38 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.11","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14594","http://www.moma.org/collection/works/14594","http://www.moma.org/media/W1siZiIsIjE5MDAxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=59e38aa49b3af1a3",NA,NA,NA,37.5,NA,NA,33.2,NA,"","American",59,0,6
"13438","13437","Canto XI from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 5/8 x 13 1/16"" (37.2 x 33.2 cm); sheet: 17 11/16 x 14 11/16"" (45 x 37.3 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.12","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14595","http://www.moma.org/collection/works/14595","http://www.moma.org/media/W1siZiIsIjE5MDAxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8f6bd4769a6dc215",NA,NA,NA,37.2,NA,NA,33.2,NA,"","American",59,0,6
"13439","13438","Canto XII from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 3/4 x 13 1/16"" (37.5 x 33.2 cm); sheet: 17 5/8 x 14 3/4"" (44.7 x 37.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.13","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14596","http://www.moma.org/collection/works/14596","http://www.moma.org/media/W1siZiIsIjE5MDAyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c347e527b7f6e4e9",NA,NA,NA,37.5,NA,NA,33.2,NA,"","American",59,0,6
"13440","13439","Canto XIII from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 5/8 x 12 1/2"" (37.1 x 31.7 cm); sheet: 17 11/16 x 14 3/8"" (45 x 36.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.14","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14597","http://www.moma.org/collection/works/14597","http://www.moma.org/media/W1siZiIsIjE5MDAyMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5d474710003cb9d9",NA,NA,NA,37.1,NA,NA,31.7,NA,"","American",59,0,6
"13441","13440","Canto XIV from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 5/8 x 12 3/8"" (37.1 x 31.4 cm); sheet: 16 7/16 x 13 11/16"" (41.7 x 34.7 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.15","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14598","http://www.moma.org/collection/works/14598","http://www.moma.org/media/W1siZiIsIjE5MDAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f94985ed0eee2a6f",NA,NA,NA,37.1,NA,NA,31.4,NA,"","American",59,0,6
"13442","13441","Canto XV from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 11/16 x 12 1/2"" (37.3 x 31.8 cm); sheet (irreg.): 15 3/16 x 13 3/4"" (38.6 x 35 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.16","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14599","http://www.moma.org/collection/works/14599","http://www.moma.org/media/W1siZiIsIjE5MDAyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=df9ace033eedd308",NA,NA,NA,37.3,NA,NA,31.8,NA,"","American",59,0,6
"13443","13442","Canto XVI from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 5/8 x 12 1/2"" (37.2 x 31.7 cm); sheet (irreg.): 17 7/8 x 13 1/2"" (45.4 x 34.3 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.17","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14600","http://www.moma.org/collection/works/14600","http://www.moma.org/media/W1siZiIsIjE5MDAyNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e2d17985410b735",NA,NA,NA,37.2,NA,NA,31.7,NA,"","American",59,0,6
"13444","13443","Canto XVII from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 11/16 x 12 1/2"" (37.3 x 31.8 cm); sheet (irreg.): 17 1/2 x 12 13/16"" (44.5 x 32.6 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.18","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14601","http://www.moma.org/collection/works/14601","http://www.moma.org/media/W1siZiIsIjE5MDAyNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=fde856aa22241675",NA,NA,NA,37.3,NA,NA,31.8,NA,"","American",59,0,6
"13445","13444","Canto XVIII from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 5/8 x 12 1/2"" (37.2 x 31.7 cm); sheet: 25 1/16 x 19 11/16"" (63.7 x 50 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.19","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14602","http://www.moma.org/collection/works/14602","http://www.moma.org/media/W1siZiIsIjE5MDAyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=e37792ee4429e6d5",NA,NA,NA,37.2,NA,NA,31.7,NA,"","American",59,0,6
"13446","13445","Canto I  from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 16 9/16 x 12 3/8"" (42 x 31.5 cm); sheet: 25 1/16 x 20 3/16"" (63.7 x 51.3 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.2","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14603","http://www.moma.org/collection/works/14603","http://www.moma.org/media/W1siZiIsIjE5MDAyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=47494b293d00c5da",NA,NA,NA,42,NA,NA,31.5,NA,"","American",58,0,6
"13447","13446","Canto II from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1964.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 15/16 x 12 5/8"" (38 x 32 cm); sheet: 16 5/16 x 15 7/8"" (41.4 x 40.4 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.3","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14604","http://www.moma.org/collection/works/14604","http://www.moma.org/media/W1siZiIsIjE5MDAyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f63052d2ec01ffe3",NA,NA,NA,38,NA,NA,32,NA,"","American",59,0,6
"13448","13447","Canto III from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 16 5/8 x 12 3/4"" (42.3 x 32.4 cm); sheet (irreg.): 19 5/8 x 13 3/4"" (49.8 x 35 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.4","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14605","http://www.moma.org/collection/works/14605","http://www.moma.org/media/W1siZiIsIjE5MDAyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=d94e762b3b19aabe",NA,NA,NA,42.3,NA,NA,32.4,NA,"","American",58,0,6
"13449","13448","Canto IV from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 3/4 x 12 5/8"" (37.5 x 32 cm); sheet: 19 15/16 x 13 9/16"" (50.6 x 34.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.5","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14606","http://www.moma.org/collection/works/14606","http://www.moma.org/media/W1siZiIsIjE5MDAzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=074a291ed526b801",NA,NA,NA,37.5,NA,NA,32,NA,"","American",58,0,6
"13450","13449","Canto V from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 5/16 x 12 13/16"" (36.4 x 32.5 cm); sheet: 19 5/8 x 14 3/4"" (49.9 x 37.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.6","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14607","http://www.moma.org/collection/works/14607","http://www.moma.org/media/W1siZiIsIjE5MDAzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=be79d735cc7958fd",NA,NA,NA,36.4,NA,NA,32.5,NA,"","American",58,0,6
"13451","13450","Canto VI from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition (irreg.): 14 5/16 x 12 13/16"" (36.4 x 32.5 cm); sheet: 16 1/2 x 12 13/16"" (41.9 x 32.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.7","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14608","http://www.moma.org/collection/works/14608","http://www.moma.org/media/W1siZiIsIjE5MDAzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=eb68f713728c8f2d",NA,NA,NA,36.4,NA,NA,32.5,NA,"","American",58,0,6
"13452","13451","Canto VII from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 9/16 x 12 15/16"" (37 x 32.9 cm); sheet (irreg.): 16 1/8 x 15 7/8"" (41 x 40.3 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.8","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14609","http://www.moma.org/collection/works/14609","http://www.moma.org/media/W1siZiIsIjE5MDAzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=7144cd6d36b5a8c5",NA,NA,NA,37,NA,NA,32.9,NA,"","American",58,0,6
"13453","13452","Canto VIII from 18 Cantos","Barnett Newman","4285","American, 1905–1970","American",1905,"1970.0","Male","1963.0","One from an illustrated book with eighteen lithographs and one lithographed title page","composition: 14 9/16 x 12 7/8"" (37 x 32.7 cm); sheet: 17 13/16 x 15 3/16"" (45.3 x 38.5 cm)","Gift of the Celeste and Armand Bartos Foundation","287.1964.9","Illustrated Book","Prints & Illustrated Books","1964-04-14","Y","14610","http://www.moma.org/collection/works/14610","http://www.moma.org/media/W1siZiIsIjE5MDAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=daf3f85d5f7ac4aa",NA,NA,NA,37,NA,NA,32.7,NA,"","American",58,0,6
"14018","14017","The Clock in Profile (La Pendule de profil) (plate, between pages 10 and 11) from La Double Vue, suivi de L'Inventeur du temps gratuit","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1964.0","Cardboard pliage with line block and die cut, on cardboard sheet","sheet  11 1/8 x 8 5/8"" (28.3 x 21.9 cm)
composition  11 1/8 x 8 5/8"" (28.3 x 21.9 cm)","Monroe Wheeler Fund","309.1966.2","Illustrated Book","Prints & Illustrated Books","1966-05-10","N","15178","","",NA,NA,NA,28.3,NA,NA,21.9,NA,"","American",77,0,2
"14599","14598","View (New York), Marcel Duchamp Number, Vol. V, No. 1 (March 1945)","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1945.0","Journal with relief halftone reproductions and supplementary relief halftone with gouche additions","ready-made sheet  12 11/16 x 9 13/16"" (32.2 x 25 cm)
ready-made composition  8 5/8 x 6 1/8"" (21.9 x 15.6 cm)
irreg. page  12 1/2 x 9 9/16"" (31 x 24.3 cm)","Gift of Bernard Reis","327.1969","Illustrated Book","Prints & Illustrated Books","1969-04-16","N","15783","","",NA,NA,NA,32.2,NA,NA,25,NA,"","American",58,1,-1
"14851","14850","Cover for Le Surréalisme en 1947","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1947.0","Multiple of foam rubber breast, velvet, and printed label mounted on cover from an illustrated book with 18 lithographs, four etchings (two with aquatint), two woodcuts, one photogravure, and one ready-made object","cover (unfolded): 9 7/16 x 17 11/16 x 2"" (24 x 45 x 5.1 cm)","Henry Church Fund","343.1947.26","Illustrated Book","Prints & Illustrated Books","1947-12-19","Y","16038","http://www.moma.org/collection/works/16038","http://www.moma.org/media/W1siZiIsIjE5MDEyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f3c992fc5766f2e2",NA,2,NA,21,NA,NA,18,NA,"","American",60,0,21
"14961","14960","Marcel Duchamp","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1941.0","Illustrated book with one pochoir","composition (irreg.): 9/16 × 9/16"" (1.5 × 1.4 cm); page: 3 9/16 × 5 11/16"" (9 × 14.5 cm)","Mary Ellen Meehan Fund and Purchase","349.1987","Illustrated Book","Prints & Illustrated Books","1987-10-20","Y","16158","http://www.moma.org/collection/works/16158","",NA,NA,NA,1.5,NA,NA,1.4,NA,"","American",54,1,-19
"15986","15985","Rrose Sélavy in Wilson-Lincoln System from To and From Rrose Sélavy","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1967.0","Lenticular print","plate: 11 5/16 x 9 7/16"" (28.8 x 23.9cm); sheet: 12 7/8 x 10 1/16"" (32.7 x 25.6cm)","Leo Castelli Fund (by exchange)","436.1973.B1","Illustrated Book","Prints & Illustrated Books","1973-10-24","Y","17205","http://www.moma.org/collection/works/17205","http://www.moma.org/media/W1siZiIsIjIwODk0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=921b333dece9db7b",NA,NA,NA,28.8,NA,NA,23.9,NA,"","American",80,1,-5
"16758","16757","The Large Glass and Related Works, Vol. II","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1968.0","Illustrated book with nine etchings (seven with aquatint), and one line block reproduction; and a supplementary suite of eighteen etchings (seven with aquatint)","page (each): 16 1/8 x 9 15/16"" (41 x 25.2cm)","John B. Turner Fund","489.1969.A-B","Illustrated Book","Prints & Illustrated Books","1969-05-22","Y","17997","http://www.moma.org/collection/works/17997","http://www.moma.org/media/W1siZiIsIjI4MDA4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2e925db9773b254a",NA,NA,NA,41,NA,NA,25.2,NA,"","American",81,1,-1
"16759","16758","Selected Details After Cranach and Relâche (plate I, page XI) from The Large Glass and Related Works, Vol. II","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1967.0","Etching and aquatint from an illustrated book with nine etchings (seven with aquatint), and one line block reproduction","plate  13 5/8 x 9 1/4"" (34.6 x 23.5 cm)","John B. Turner Fund","489.1969.A01","Illustrated Book","Prints & Illustrated Books","1969-05-22","N","17998","","",NA,NA,NA,34.6,NA,NA,23.5,NA,"","American",80,1,-1
"16760","16759","Après l'amour (plate II, page XV) from The Large Glass and Related Works, Vol. II","Marcel Duchamp","1634","American, born France. 1887–1968","American",1887,"1968.0","Male","1967.0","Etching from an illustrated book with nine etchings (seven with aquatint), and one line block reproduction","plate  13 5/8 x 9 3/16"" (34.6 x 23.3 cm)","John B. Turner Fund","489.1969.A02","Illustrated Book","Prints & Illustrated Books","1969-05-22","N","17999","","",NA,NA,NA,34.6,NA,NA,23.3,NA,"","American",80,1,-1
